,0,1,2
0,1,0,0.037839233218272914
1,1,1,0.03847912428054359
2,2,0,0.03788305122017626
3,2,1,0.038499309176399224
4,3,0,0.037925153396494535
5,3,1,0.038543161054074446
6,4,0,0.038051414961248364
7,4,1,0.03848483521462794
8,5,0,0.03830419265953073
9,5,1,0.03845494151848534
10,6,0,0.03805082071951061
